id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5077556518719275,OwxB9AAht,5165383274,星見水無月,猿神一把过,,,,,0,0,0,2024-09-11 23:07,微博网页版,https://wx2.sinaimg.cn/large/005Dzq9sly1htk6f3vs3xj32yo1o0hdx.jpg,,,天津,普通用户
5077555969788986,OwxAgF4yS,5936517227,爱情会使人嘎,阴阳师手游超话我的式神录新晋宠神川猿！,,,,,0,0,0,2024-09-11 23:05,阴阳师,https://wx1.sinaimg.cn/large/006tL1jRgy1htk6czeh60j31o00u0gql.jpg,,,江苏,普通用户
5077501073687892,Oww9Jfto8,5075479643,你群离岛,猿神骑栋导致的,,,,,2,4,47,2024-09-11 19:27,魔界移动Android,https://wx1.sinaimg.cn/large/005xuc6Tgy1htk020fsy2j30qo0pimzv.jpg,,,湖北,金V
5077458769938370,Owv3uFHqi,6126290685,电影解密师,猿神启动！黑悟空神话国产3a大作#综艺节目##黑神话悟空#L电影解密师的微博视频,,,,"综艺节目,黑神话悟空",0,0,0,2024-09-11 16:39,微博视频号,,"http://f.video.weibocdn.com/u0/Kp2ObvhQgx08hW64CQHu010412003zHJ0E010.mp4?label=mp4_720p&template=1080x1920.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1726078542&ssig=zffm6ocq4f&KID=unistore,video",,重庆,红V
5077409896337802,OwtMFqAKC,7533610795,怪物猎人悄悄话张贴板,2923-投稿-别玩我感情了，和我玩点我擅长的比如怪物猎人，你那天闲着没事干给我打电话，其实我在打猿神，你消遣一句想我了吗，让我刚起身被抓成为爱不释手的苍蓝星手办，一局5连王八拳，登龙触发挑战者，队友全是白鸡表情包，好不容易破防倒地结果扶空气墙，结束时队友说了句站看台，你说你是随口问的，可我也不知道该如何表达。,,,,,1,1,24,2024-09-11 13:25,HUAWEI Pura 70,,,,四川,普通用户
5077375263969931,OwsSOgEL9,6316078291,-夜路德,猿！神！启！动！！！,,,,,0,0,0,2024-09-11 11:07,iPhone客户端,https://wx1.sinaimg.cn/large/006TrCuvgy1htjllpcpuwj32c0340u0y.jpg,,,福建,普通用户
5077358241645519,Owsrm6U4D,1855335174,万能的淘宝,"【关+转】抽10位友友送神奇兴趣好物！你知道么？原来近3个月超200万二次猿在小小的淘宝挖呀挖呀挖“痛包”。这届年轻人，到底在对什么上头？#淘宝神店榜#和@豆瓣小组联合推出了这份烫手的《2024神奇新生兴趣图鉴》为你揭晓！沉浸式咕卡、写手帐，低成本轻松获取满满内啡肽！用谷子扎痛包、改痛房，""痛""感说来就来！还有趣味穿戴甲、搞怪手机壳上演随地大小疯！想了解更多神奇爱好，即日起-9月14日上淘宝搜""淘宝神店榜""，还有最高666元红包等着你哟~#神奇新生在哪里#O抽奖详情",,,豆瓣小组,"淘宝神店榜,神奇新生在哪里",3355,202,153,2024-09-11 10:00,微博网页版,"https://wx1.sinaimg.cn/large/0021yNqSgy1htis0fol8sj60u01hcx6p02.jpg,https://wx2.sinaimg.cn/large/0021yNqSgy1htis0gj5csj60u01hckbs02.jpg,https://wx3.sinaimg.cn/large/0021yNqSgy1htis0i1ab3j60u01hcwxr02.jpg,https://wx4.sinaimg.cn/large/0021yNqSgy1htis0k0hssj60u01hc4id02.jpg,https://wx3.sinaimg.cn/large/0021yNqSgy1htis0lofqkj60u01hckat02.jpg,https://wx1.sinaimg.cn/large/0021yNqSgy1htis0n8bqkj60u01hctqt02.jpg,https://wx4.sinaimg.cn/large/0021yNqSgy1htis0p0u5tj60u01hcdz402.jpg",,,浙江,蓝V
5077320494744663,OwrstjUiP,7191712125,快楽之源,#黑神话悟空#猿神L快楽之源的微博视频,,,,黑神话悟空,2,5,21,2024-09-11 07:30,微博视频号,,"http://f.video.weibocdn.com/o0/fHfz4P0mlx08hUUqQCAo01041200hpiL0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1726078542&ssig=0BTAvN6bE6&KID=unistore,video",,山东,金V
5077279099322743,OwqnHD7gP,5018315431,陵澪,忽然能理解为什么很多热血二刺猿变成成年体社畜之后就对这些丧失兴趣了，一是没时间没精力，二就是我现在这样，没有锚点在了，这么多年追的看的良作佳作神作一个接一个完结，一完结圈子就跟流放宁古塔一样变身北极圈，同人激增之后骤减，可谓毫无热度，想讨论讨论也没人在，任我有再大热情也熬不住啊，比如小学时候特喜欢看一个番叫滨虎，怕不是看过的都没几个，淡淡的死意渐渐浮现，也不是完全不看了，比起电视剧那我还是更能看得进去动画一些，请现在的我保佑未来的我不要变成一个无聊到爆的现充吧，祈祷nia,,,,,0,0,1,2024-09-11 04:45,三星Galaxy S23 Ultra,,,,湖北,普通用户
5077158653591780,Ownfrf4nW,7017237972,iefh_illl,没想到猿神的剧情有一天还能把我刀哭,,,,,0,0,0,2024-09-10 20:46,iPhone客户端,https://wx4.sinaimg.cn/large/007ETC9Cly1htiwp44pluj31ds0n04eo.jpg,,,安徽,普通用户
5077145766855955,OwmUEsLxV,7046613163,柠檬菠萝9305,猿神启动,,,,,0,0,0,2024-09-10 19:55,荣耀Magic4 Pro,https://wx1.sinaimg.cn/large/007GSRZ1gy1htiv8uvsfdj31ha0u0mz7.jpg,,,上海,普通用户
5077115387253878,Owm7Eur42,3608205141,-元气柠檬-,未花这裙子真就纯纯重甲，猿神实锤了,,,,,0,0,6,2024-09-10 17:54,,,,,日本,普通用户
5077035750524333,Owk3d2coZ,2324809801,丨马丁丨,猿神，关闭！卡着81小时完成81难,,,,,0,0,5,2024-09-10 12:38,iPhone 13 Pro,"https://wx4.sinaimg.cn/large/8a91c849ly1htiih1aya8j214h0u2wn0.jpg,https://wx2.sinaimg.cn/large/8a91c849ly1htiih0szkoj21z4140ka5.jpg,https://wx3.sinaimg.cn/large/8a91c849ly1htiih4jotnj21z4140x6p.jpg,https://wx3.sinaimg.cn/large/8a91c849ly1htiih9g7xlj21z4140kjl.jpg,https://wx3.sinaimg.cn/large/8a91c849ly1htiih2t7j0j21z4140tnm.jpg,https://wx4.sinaimg.cn/large/8a91c849ly1htiih5zsdfj21z4140kjl.jpg,https://wx1.sinaimg.cn/large/8a91c849ly1htiih76mgwj21z4140kjl.jpg,https://wx3.sinaimg.cn/large/8a91c849ly1htiih84wqpj21z4140x6b.jpg,https://wx1.sinaimg.cn/large/8a91c849ly1htiih25a5rj21401404qp.jpg",,,北京,普通用户
5077020021101439,OwjDQ4Cx9,5861894496,蓮切真夜,你以为你接受的是谁的爱？是一个猿!神的爱,,,,,1,0,2,2024-09-10 11:36,iPhone客户端,,,,日本,普通用户
5076855282205779,Owfm89fP5,5992925878,侯小R,终于也是轮到我猿神启动了,,,,,0,2,8,2024-09-10 00:41,iPhone客户端,"https://wx2.sinaimg.cn/large/006xzHMOgy1hthxvl5qpqj33402c07wi.jpg,https://wx1.sinaimg.cn/large/006xzHMOgy1hthxv6wkipj32yo1o0ndp.jpg",,,北京,普通用户
5076835287436756,OwePSvcDG,2120325302,_铛铛铛蛋,日乙哪有猿神好玩,,,,,0,0,1,2024-09-09 23:21,微博轻享版,https://wx1.sinaimg.cn/large/7e6198b6gy1hthvlan1t4j20w00o076c.jpg,,,广东,普通用户
5076815095533236,OwejjndrK,1865485260,Lychee怕怕,day35完美的一天收拾完全部家务猿神，启动！,,,,,0,0,0,2024-09-09 22:01,iPhone客户端,"https://wx2.sinaimg.cn/large/6f310bccgy1htht8t24gmj20u014045f.jpg,https://wx2.sinaimg.cn/large/6f310bccgy1htht8tlsjpj21400u0wln.jpg,https://wx1.sinaimg.cn/large/6f310bccgy1htht8v3pu7j20u0140n2y.jpg",,,广东,普通用户
5076475034472915,Ow5sPiLBN,3538173072,抹茶抹茶星,猿神，启动！,,,,,0,0,2,2024-09-08 23:30,iPhone客户端,"https://wx4.sinaimg.cn/large/d2e43c90gy1htgq6iy6y0j20wi11440y.jpg,https://wx4.sinaimg.cn/large/d2e43c90gy1htgq6q8buaj21z412x1kz.jpg",,,广东,普通用户
5076468854167525,Ow5iRhua9,3298309224,楚留什么香,猿神启动！,,,,,0,2,1,2024-09-08 23:05,微博轻享版,"https://wx1.sinaimg.cn/large/c4983468gy1htgpi6u22pj21400u0n4s.jpg,https://wx2.sinaimg.cn/large/c4983468gy1htgpi7z744j20u01407de.jpg",,,重庆,普通用户
5076466796594971,Ow5fxrFEv,6568495775,一分钟也很棒啦,今天猿神玩一半，跑去和朋友大乱斗，美其名曰让显卡休息休息，朋友回了句你让显卡休息，考虑过电冰箱的感受没？呜呜对不起电冰箱，我没办法让你休息，你休息我就没冰棒吃了。,,,,,0,0,1,2024-09-08 22:57,微博轻享版,https://wx4.sinaimg.cn/large/007awJOfgy1htgp9qx02cj30fw0fomxz.jpg,,,贵州,普通用户
5076108213224484,OvVVbdwPO,7455318332,1649C_宇宙漫游日记,找到了猿神这种诡异的熟悉感的源头……死亡圣器......,,,,,0,0,0,2024-09-07 23:12,,,,,山东,普通用户
5076107386159417,OvVTQpQlr,1566269414,永远的蓝黑色20号,终于体会到为啥子猿神第三章小雷音寺被各种吐槽了，真的跑图太恼火，游科你就不能在广场和不空那设置两个复活点？我能接受我手残打BOSS打两个小时，但是这样死了跑图有啥子意义,,,,,0,0,0,2024-09-07 23:09,微博网页版,,,,四川,普通用户
5076104932495872,OvVPTati0,6932222370,Allcrazy2024,绝区零这个闪现哥到底谁设计的，还老跟猿神放一块，为了躲猿神的技能我一个没注意我妮可就接了闪现哥两击就暴毙了。,,,,,0,0,3,2024-09-07 22:59,一加 Ace 2V 性能赢家,,,,湖北,普通用户
